work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Industry Sector,Top Skills Required,Certifications Preferred,Educational Requirements,Job Demand Trends,Career Progression Path,Job Posting Sources,Work-Life Balance Score,Job Satisfaction Rating,Job Growth Rate (%),Security Clearance Required,Primary Cybersecurity Domain,Remote Work Availability,Bonus Eligibility
2021,SE,FT,Cloud Security Engineering Manager,55000,EUR,65013,ES,100,ES,L,Retail,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.691333948,4.227963356,29.69,No,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Engineer,55000,USD,55000,LT,50,DK,L,Education,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.546567016,3.452817226,28.6,Top Secret,Cloud Security,Hybrid,No
2020,SE,FT,Information Security Engineer,106000,USD,106000,US,0,US,L,Finance,General Security Knowledge,CISSP,Master’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.878606909,3.69928285,5.99,No,Cloud Security,No,No
2020,EX,FT,Information Security Officer,202000,USD,202000,US,0,US,L,Finance,General Security Knowledge,CEH,PhD,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.647107687,2.654868671,22.64,Yes,Risk Management,No,Yes
2020,EN,FT,Security Engineer,28250,GBP,36234,GB,100,GB,M,Finance,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.849567092,3.395051917,28.13,Secret,Cloud Security,Yes,Yes
2021,MI,FT,Cyber Security Analyst,42900,EUR,50710,SI,100,SI,M,Consulting,"Firewall Management, Network Security, Cryptography",OSCP,PhD,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,4.755713409,4.016008569,9.51,No,Network Security,Yes,Yes
2020,EN,FT,Cyber Threat Intelligence Analyst,71000,USD,71000,US,0,US,L,Retail,General Security Knowledge,CISM,PhD,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.417866218,3.025944233,19.2,No,Application Security,No,No
2021,EN,FT,Network Security Engineer,836000,INR,11305,IN,50,IN,L,Healthcare,General Security Knowledge,AWS Security,PhD,Increasing,Entry Level → Mid Level → Senior Level,Company Website,2.714427627,4.610076139,27.89,Secret,Cloud Security,Hybrid,Yes
2020,EN,FT,IT Security Analyst,720000,INR,9715,IN,0,IN,L,Technology,"Vulnerability Assessment, Penetration Testing, IDS/IPS",CEH,Certification Only,Increasing,System Admin → IT Security Analyst → Security Architect,Company Website,4.471486748,4.394233754,5.85,Yes,Network Security,No,Yes
2021,MI,FT,Information Security Manager,114000,USD,114000,US,50,US,L,Finance,General Security Knowledge,OSCP,Master’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.944423372,3.104354433,22.44,Yes,Governance & Compliance,Hybrid,Yes
2021,EN,FT,Cyber Security Analyst,81000,USD,81000,US,50,US,L,Finance,"Firewall Management, Network Security, Cryptography",CISM,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.995277124,4.001566572,12.43,Yes,Network Security,Hybrid,No
2021,EX,FT,Security Officer 3,148000,USD,148000,US,100,US,M,Technology,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.226160523,4.882637414,28.11,Yes,Network Security,Yes,No
2021,MI,FT,Cyber Threat Analyst,79509,USD,79509,US,50,US,L,Education,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.624928645,3.123606812,29.28,Yes,Application Security,Hybrid,Yes
2021,EN,FT,Cyber Security Analyst,110000,USD,110000,JP,0,JP,L,Technology,"Firewall Management, Network Security, Cryptography",OSCP,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.59568429,3.931402938,28.61,No,Network Security,No,No
2021,MI,FT,Security Analyst,20000,USD,20000,IN,100,US,L,Education,"SOC Analysis, Threat Intelligence, SIEM",CISSP,Bachelor’s,Stable,IT Support → Security Analyst → Security Engineer,Company Website,3.776204549,2.644215605,16.86,Yes,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,77000,USD,77000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",CEH,Bachelor’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,4.659474493,4.840750269,26.55,No,Network Security,Yes,Yes
2021,MI,FT,Cloud Security Engineer,130000,USD,130000,CH,50,CH,L,Education,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.54739818,3.805121776,26.11,Top Secret,Cloud Security,Hybrid,No
2020,SE,FT,Security Engineer,142000,USD,142000,US,100,US,L,Consulting,General Security Knowledge,CEH,Master’s,Stable,Entry Level → Mid Level → Senior Level,Glassdoor,4.429395629,2.814782114,12.98,Yes,Cloud Security,Yes,Yes
2021,SE,FT,Security Engineering Manager,174000,USD,174000,US,50,US,L,Finance,General Security Knowledge,CEH,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.529641728,4.959617649,25.72,Secret,Cloud Security,Hybrid,Yes
2021,MI,FT,Cyber Threat Intelligence Analyst,100000,USD,100000,US,0,US,L,Healthcare,General Security Knowledge,CISSP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.765686712,2.529385783,5.93,No,Risk Management,No,Yes
2020,MI,FT,IT Security Engineer,130000,USD,130000,US,50,US,L,Retail,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.378039594,3.49777992,19.91,No,Cloud Security,Hybrid,No
2021,SE,FT,Cyber Threat Intelligence Analyst,134000,USD,134000,US,100,US,L,Technology,General Security Knowledge,OSCP,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.790701005,4.576239134,10.75,Yes,Network Security,Yes,No
2020,MI,CT,Security Engineer,40000,EUR,45618,NL,50,NL,S,Education,General Security Knowledge,Security+,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.474405705,4.503070211,8.01,No,Cloud Security,Hybrid,Yes
2020,SE,FT,Information Security Architect,170000,USD,170000,US,100,US,L,Retail,General Security Knowledge,Security+,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.960829536,2.893094895,6.92,Yes,Cloud Security,Yes,No
2021,MI,FT,Information Security Engineer,120000,USD,120000,US,100,US,L,Finance,General Security Knowledge,AWS Security,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.510738419,4.528265333,22.41,Secret,Cloud Security,Yes,Yes
2021,SE,FT,DevSecOps Engineer,60000,EUR,70923,FR,50,FR,L,Finance,General Security Knowledge,AWS Security,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.012328026,4.80894721,13.5,Yes,Identity Management,Hybrid,Yes
2021,EN,FT,Ethical Hacker,45000,EUR,53192,DE,50,DE,M,Technology,General Security Knowledge,CISM,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.476112223,3.589394201,23.12,Yes,Identity Management,Hybrid,Yes
2021,MI,FT,Cyber Security Analyst,90000,USD,90000,US,50,US,L,Retail,"Firewall Management, Network Security, Cryptography",CISSP,Bachelor’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.509574875,4.622289335,6.63,Yes,Network Security,Hybrid,Yes
2020,MI,FT,Information Security Analyst,41000,GBP,52588,GB,0,GB,L,Retail,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.154628869,4.62373405,12.88,Yes,Network Security,No,Yes
2021,MI,FT,Penetration Testing Engineer,150000,USD,150000,US,100,US,L,Healthcare,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.161182417,4.77428443,18.49,Yes,Risk Management,Yes,No
2020,MI,FT,Information Security Specialist,80000,USD,80000,US,100,US,L,Technology,General Security Knowledge,CISSP,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.211511992,4.768109103,24.77,No,Application Security,Yes,Yes
2021,SE,FT,Cyber Security Analyst,145000,AUD,108822,AU,100,US,L,Healthcare,"Firewall Management, Network Security, Cryptography",OSCP,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.447145569,2.700644604,12.97,No,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,65000,USD,65000,DE,100,US,L,Finance,"Firewall Management, Network Security, Cryptography",CEH,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,3.845872686,4.936155246,20.65,No,Network Security,Yes,Yes
2020,MI,FT,Cyber Security Analyst,350000,ZAR,21283,ZA,50,ZA,L,Finance,"Firewall Management, Network Security, Cryptography",CISSP,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,2.925042718,2.67003557,27.15,Yes,Network Security,Hybrid,Yes
2021,MI,FT,Infrastructure Security Engineer,85000,USD,85000,US,0,US,L,Finance,General Security Knowledge,OSCP,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.715094513,3.933477306,20.4,Yes,Cloud Security,No,No
2021,SE,FT,Lead Security Engineer,135000,USD,135000,US,0,US,L,Retail,General Security Knowledge,AWS Security,PhD,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.745577813,4.067684197,10.82,Secret,Cloud Security,No,Yes
2020,MI,FT,Cyber Security Specialist,504000,SEK,54784,SE,50,SE,M,Government,General Security Knowledge,CISM,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,3.963825955,3.275695361,5.61,No,Application Security,Hybrid,Yes
2020,SE,FT,Cyber Security Specialist,104000,CAD,77572,CA,100,CA,L,Finance,General Security Knowledge,CEH,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.399050048,3.555382171,26.75,No,Identity Management,Yes,No
2020,MI,FT,Cloud Security Architect,100000,USD,100000,BG,0,BR,M,Government,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.075927905,4.818755334,5.53,Yes,Cloud Security,No,Yes
2021,SE,CT,Cyber Security Architect,72000,USD,72000,US,100,US,M,Education,General Security Knowledge,Security+,PhD,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,2.959054528,4.467472646,26.87,Yes,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Architect,127000,USD,127000,US,100,US,L,Technology,General Security Knowledge,Security+,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.189572164,2.704085825,18.22,No,Cloud Security,Yes,Yes
2021,SE,FT,Digital Forensics Analyst,140000,USD,140000,US,50,US,L,Education,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.415404431,4.185285575,28.48,No,Cloud Security,Hybrid,Yes
2020,SE,FT,Digital Forensics Analyst,125000,USD,125000,US,100,US,L,Retail,General Security Knowledge,CEH,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.226534334,3.732916576,24.97,No,Identity Management,Yes,No
2020,SE,PT,Cyber Security Researcher,55000,USD,55000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.480544461,3.798620775,29.95,Yes,Governance & Compliance,Yes,No
2021,SE,FT,Information Security Manager,90000,USD,90000,US,0,US,S,Government,General Security Knowledge,Security+,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.441820497,4.347074421,13.77,Top Secret,Governance & Compliance,No,Yes
2021,SE,FT,Ethical Hacker,150000,USD,150000,US,100,US,L,Education,General Security Knowledge,CEH,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.811674683,3.334601208,24.18,Yes,Application Security,Yes,No
2020,SE,FT,Vulnerability Analyst,80000,USD,80000,RU,0,RU,S,Healthcare,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.904519573,3.174834568,15.05,Yes,Application Security,No,Yes
2020,EN,FT,Cyber Security Analyst,23000,EUR,26230,IT,100,IT,L,Finance,"Firewall Management, Network Security, Cryptography",AWS Security,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,4.659013365,2.905857551,17.0,Yes,Network Security,Yes,Yes
2021,MI,FT,Information Security Analyst,82700,USD,82700,US,100,US,L,Consulting,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.919841468,3.895153703,20.69,No,Network Security,Yes,Yes
2021,EN,FT,Cyber Security Analyst,28500,GBP,39200,GB,50,GB,S,Healthcare,"Firewall Management, Network Security, Cryptography",CISM,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.095198623,4.867089721,26.84,Yes,Network Security,Hybrid,Yes
2021,MI,FT,Cyber Security Analyst,106000,USD,106000,US,100,US,L,Technology,"Firewall Management, Network Security, Cryptography",OSCP,Certification Only,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,2.693172805,3.086954242,29.6,Yes,Network Security,Yes,Yes
2020,SE,FT,Information Security Engineer,120000,USD,120000,US,100,US,M,Consulting,General Security Knowledge,CISM,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.923135539,3.353534076,24.21,No,Cloud Security,Yes,Yes
2021,EX,FT,Principal Security Engineer,3800000,INR,51389,IN,100,GB,S,Education,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.988115129,2.702255917,15.44,Top Secret,Cloud Security,Yes,No
2021,SE,FT,Cyber Security Architect,200000,USD,200000,US,100,US,L,Consulting,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.647466165,4.373555553,15.53,Yes,Cloud Security,Yes,Yes
2020,SE,FT,Security Engineer,170000,USD,170000,US,50,US,L,Healthcare,General Security Knowledge,OSCP,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.648990477,3.992144189,23.44,Secret,Cloud Security,Hybrid,Yes
2021,SE,FT,Information Security Engineer,107000,USD,107000,US,0,US,L,Finance,General Security Knowledge,CISSP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,4.207689966,3.744662024,10.97,Yes,Cloud Security,No,Yes
2020,SE,FT,Information Security Officer,159000,USD,159000,US,50,US,L,Consulting,General Security Knowledge,CEH,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.156555833,3.046032372,7.76,No,Risk Management,Hybrid,Yes
2020,MI,FT,Cyber Security Specialist,73000,USD,73000,US,0,US,L,Technology,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.25618703,2.739715975,13.87,Yes,Cloud Security,No,Yes
2020,SE,FT,Cyber Security Specialist,146000,USD,146000,US,100,US,L,Government,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.125208159,3.40265208,12.18,Yes,Network Security,Yes,Yes
2020,MI,FT,Cyber Security Specialist,105000,AUD,72317,AU,0,AU,L,Technology,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.992745627,4.306128139,12.41,No,Identity Management,No,No
2021,EN,FT,Penetration Tester,320000,INR,4327,IN,50,IN,S,Consulting,General Security Knowledge,OSCP,PhD,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,4.296278124,3.243463019,10.84,Secret,Application Security,Hybrid,Yes
2021,EN,FT,Cyber Security Analyst,23500,GBP,32323,GB,50,GB,L,Finance,"Firewall Management, Network Security, Cryptography",CEH,Master’s,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Company Website,3.217052416,3.503475409,6.05,No,Network Security,Hybrid,Yes
2021,EN,FT,Incident Response Analyst,77600,USD,77600,US,100,US,L,Consulting,General Security Knowledge,CISSP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Company Website,4.389450389,3.861351873,5.45,Yes,Application Security,Yes,Yes
2021,EN,FL,Cyber Security Researcher,75000,USD,75000,US,0,US,S,Technology,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.506842577,2.557472748,29.69,No,Identity Management,No,Yes
2020,SE,FT,Software Security Engineer,180000,USD,180000,US,100,US,S,Finance,General Security Knowledge,CEH,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.384918449,3.069477948,15.69,Secret,Cloud Security,Yes,Yes
2020,SE,PT,Information Security Manager,45000,EUR,51321,PT,100,NL,M,Consulting,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.897045067,4.316315161,14.61,No,Governance & Compliance,Yes,No
2021,EN,FT,Cyber Security Analyst,63000,USD,63000,US,50,US,L,Technology,"Firewall Management, Network Security, Cryptography",CISSP,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,3.379933617,3.60481189,21.99,Yes,Network Security,Hybrid,Yes
2021,MI,FT,Application Security Engineer,1000000,INR,13523,IN,50,IN,M,Finance,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.710709194,3.277524365,10.46,Secret,Cloud Security,Hybrid,Yes
2021,MI,FT,Penetration Tester,100000,USD,100000,US,100,US,M,Education,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.956971388,3.386404328,28.75,No,Application Security,Yes,Yes
2021,EN,FT,SOC Analyst,76000,CAD,60619,CA,100,CA,M,Education,General Security Knowledge,Security+,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.490905476,3.218309852,24.66,Yes,Network Security,Yes,Yes
2021,SE,FT,Cyber Security Architect,35000,USD,35000,TR,50,TR,S,Healthcare,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.333313524,2.577259939,7.24,Yes,Cloud Security,Hybrid,Yes
2021,MI,FT,Security Engineer,100000,EUR,118205,DE,50,DE,L,Education,General Security Knowledge,CISSP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,2.90846608,4.398521069,15.44,No,Cloud Security,Hybrid,No
2020,SE,FT,Application Security Engineer,108000,USD,108000,US,100,US,L,Education,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.6639529,2.624743172,26.98,Yes,Cloud Security,Yes,Yes
2020,MI,FT,Vulnerability Management Engineer,130000,USD,130000,US,50,US,L,Retail,General Security Knowledge,AWS Security,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.576261096,3.18729912,28.62,Yes,Risk Management,Hybrid,No
2020,SE,FT,Lead Application Security Engineer,55000,EUR,62726,PT,100,PT,L,Education,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.261372653,2.898237925,16.69,Yes,Cloud Security,Yes,Yes
2020,MI,FT,Penetration Tester,100000,CHF,106564,CH,0,CH,L,Healthcare,General Security Knowledge,OSCP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,3.618206281,4.180130962,20.34,Top Secret,Application Security,No,No
2020,MI,FT,Cyber Security Analyst,30000,EUR,34214,PT,0,PT,L,Technology,"Firewall Management, Network Security, Cryptography",AWS Security,PhD,Stable,Network Engineer → Cyber Security Analyst → Security Consultant,ZipRecruiter,4.206028008,3.867503547,9.18,Yes,Network Security,No,Yes
2020,SE,FT,Information Security Specialist,170000,USD,170000,US,100,US,L,Education,General Security Knowledge,CISSP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.814042554,4.858788574,29.78,No,Risk Management,Yes,No
2021,MI,FT,Cyber Security Engineer,35000,EUR,41372,IT,50,IT,L,Finance,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.056026763,4.378651109,10.79,Secret,Cloud Security,Hybrid,Yes
2021,MI,FT,Cyber Security Analyst,360000,INR,4868,IN,50,IN,M,Technology,"Firewall Management, Network Security, Cryptography",OSCP,Master’s,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,LinkedIn,2.638585722,4.385192048,28.57,Yes,Network Security,Hybrid,No
2021,SE,FT,Cyber Security Engineer,132000,USD,132000,US,100,US,L,Government,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,LinkedIn,3.321445001,2.941627061,21.24,Top Secret,Cloud Security,Yes,Yes
2021,EN,FT,Security Engineer,43000,EUR,50828,FR,100,FR,L,Technology,General Security Knowledge,CISSP,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.916052073,4.018270725,20.19,Secret,Cloud Security,Yes,Yes
2021,SE,FT,Penetration Tester,113500,CAD,90530,CA,100,CA,M,Education,General Security Knowledge,Security+,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,2.682827566,4.598588171,17.82,Yes,Application Security,Yes,Yes
2021,EN,FT,Cyber Security Engineer,10200,USD,10200,DZ,0,DZ,L,Technology,General Security Knowledge,OSCP,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,3.092914979,2.722139978,10.77,Yes,Cloud Security,No,No
2020,MI,FT,Cyber Security Engineer,150000,USD,150000,US,0,US,L,Consulting,General Security Knowledge,AWS Security,Bachelor’s,Stable,Entry Level → Mid Level → Senior Level,Company Website,4.991894111,3.998857561,9.41,Top Secret,Cloud Security,No,Yes
2020,SE,FT,Security Engineer,47620,EUR,54309,PT,50,PT,L,Education,General Security Knowledge,AWS Security,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.401999277,3.868320418,10.51,Yes,Cloud Security,Hybrid,No
2021,MI,FT,Application Security Engineer,50000,EUR,59102,FR,100,FR,L,Healthcare,General Security Knowledge,CISM,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.595741019,2.751763655,9.66,No,Cloud Security,Yes,Yes
2020,SE,FT,Cyber Security Researcher,250000,EUR,285118,DE,100,US,L,Healthcare,General Security Knowledge,CISM,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,LinkedIn,4.297528164,4.890931785,24.49,Yes,Identity Management,Yes,Yes
2020,EN,FT,Cyber Security Analyst,320000,INR,4318,IN,0,IN,L,Government,"Firewall Management, Network Security, Cryptography",OSCP,Master’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,4.613845417,3.855723586,13.75,Yes,Network Security,No,Yes
2021,SE,FT,Penetration Tester,126000,CAD,100500,CA,50,CA,L,Consulting,General Security Knowledge,CISSP,PhD,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.282886607,3.860630816,6.45,Top Secret,Application Security,Hybrid,No
2021,SE,FT,Cyber Threat Intelligence Analyst,80000,EUR,94564,DE,100,DE,L,Education,General Security Knowledge,AWS Security,Bachelor’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.166630853,3.805823198,29.23,No,Identity Management,Yes,No
2021,EX,FT,Cyber Security Specialist,120000,SGD,89294,SG,100,SG,S,Government,General Security Knowledge,AWS Security,PhD,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,3.677493879,2.731025611,27.09,No,Risk Management,Yes,No
2021,SE,FT,Cyber Security Architect,280000,USD,280000,AU,100,AU,L,Government,General Security Knowledge,CISM,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Company Website,2.656796184,3.394786042,28.19,No,Cloud Security,Yes,Yes
2021,SE,FT,Cyber Security Specialist,230000,AUD,172615,AU,0,AU,S,Healthcare,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Glassdoor,3.953311369,2.837048449,29.87,No,Network Security,No,Yes
2021,SE,FT,Security Engineering Manager,190000,NZD,134317,NZ,50,NZ,L,Education,General Security Knowledge,OSCP,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.882774657,3.11729771,9.35,Yes,Cloud Security,Hybrid,No
2021,SE,FT,Staff Security Engineer,450000,USD,450000,US,100,US,L,Healthcare,General Security Knowledge,Security+,Certification Only,Stable,Entry Level → Mid Level → Senior Level,Indeed,4.446157233,3.922876094,14.91,Secret,Cloud Security,Yes,Yes
2020,EN,FT,Information Security Analyst,60000,USD,60000,US,100,US,L,Retail,General Security Knowledge,CEH,Certification Only,Stable,Entry Level → Mid Level → Senior Level,ZipRecruiter,4.384240216,4.157700956,23.96,No,Network Security,Yes,No
2021,MI,FT,Cyber Security Analyst,110000,USD,110000,US,100,US,L,Retail,"Firewall Management, Network Security, Cryptography",Security+,PhD,Increasing,Network Engineer → Cyber Security Analyst → Security Consultant,Indeed,2.716196954,4.055215867,22.4,Yes,Network Security,Yes,No
2021,SE,FT,Cyber Security Specialist,40000,USD,40000,IN,0,IN,L,Healthcare,General Security Knowledge,CISSP,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,Company Website,3.993904143,4.318831582,8.85,Yes,Governance & Compliance,No,No
2021,EN,FT,Cyber Security Analyst,80000,USD,80000,US,50,US,L,Finance,"Firewall Management, Network Security, Cryptography",CEH,Bachelor’s,Decreasing,Network Engineer → Cyber Security Analyst → Security Consultant,Glassdoor,3.573727414,4.839179877,25.4,No,Network Security,Hybrid,No
2020,SE,FT,Cyber Threat Analyst,140000,USD,140000,US,100,US,L,Healthcare,General Security Knowledge,AWS Security,Master’s,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.811437044,2.637428531,10.61,Yes,Application Security,Yes,Yes
2021,MI,FT,Information Security Analyst,30000,USD,30000,US,0,US,M,Technology,General Security Knowledge,Security+,Certification Only,Decreasing,Entry Level → Mid Level → Senior Level,Indeed,2.566270951,4.4395996,10.6,Yes,Network Security,No,Yes
2020,MI,FT,Security Analyst,115000,USD,115000,US,100,US,M,Healthcare,"SOC Analysis, Threat Intelligence, SIEM",CEH,PhD,Stable,IT Support → Security Analyst → Security Engineer,Glassdoor,4.481148701,3.082589349,18.42,Yes,Network Security,Yes,No
2021,MI,FT,Penetration Tester,38000,GBP,52267,GB,100,GB,S,Retail,General Security Knowledge,CISM,PhD,Stable,Entry Level → Mid Level → Senior Level,Indeed,3.784994107,4.115325722,19.82,Secret,Application Security,Yes,Yes
2021,MI,FT,Cyber Security Engineer,140000,USD,140000,US,100,US,M,Consulting,General Security Knowledge,Security+,PhD,Increasing,Entry Level → Mid Level → Senior Level,Indeed,3.866214044,4.24719338,19.5,Secret,Cloud Security,Yes,No
2021,SE,FT,Information Security Manager,50000,EUR,59102,IT,100,IT,L,Finance,General Security Knowledge,CISM,Master’s,Decreasing,Entry Level → Mid Level → Senior Level,ZipRecruiter,2.67323557,4.127733434,7.29,Yes,Governance & Compliance,Yes,No
2021,SE,FT,Cyber Threat Intelligence Analyst,200000,USD,200000,US,100,US,M,Finance,General Security Knowledge,OSCP,Bachelor’s,Increasing,Entry Level → Mid Level → Senior Level,Indeed,4.962602493,3.402437154,26.94,No,Risk Management,Yes,Yes
2021,MI,FT,Security Engineer,140000,EUR,165488,NL,50,NL,L,Government,General Security Knowledge,OSCP,Certification Only,Increasing,Entry Level → Mid Level → Senior Level,Glassdoor,4.256299886,2.894043035,11.64,Top Secret,Cloud Security,Hybrid,No
